demotion	promotion	
inaptitude	aptitude	
apophatism	cataphatism	doctrine_of_analogy	
foe	friend	
Anglophilia	Anglophobia	
atypicality	typicality	
thoughtfulness	unthoughtfulness	thoughtlessness	
attraction	repulsion	
capitalism	socialism	
unkindness	kindness	
cenobite	eremite	
categoreme	syncategoreme	
synchronous_operation	asynchronous_operation	
fast_reactor	thermal_reactor	
ingratitude	gratitude	
action	inaction	
young	aged	
Romanticism	classicism	
likeness	unlikeness	
wakefulness	sleepiness	
pigmentation	depigmentation	
appreciation	depreciation	
synchronization	desynchronization	
cenogenesis	palingenesis	
acceptance	rejection	
evenness	unevenness	
political_correctness	political_incorrectness	
inclination	disinclination	
agreement	disagreement	
meaningfulness	meaninglessness	
dislike	liking	
ending	beginning	
dry_fly	wet_fly	
gradualness	abruptness	
there	here	
ebbtide	flood_tide	
secureness	insecureness	
advisability	inadvisability	
volley	ground_stroke	
profitableness	unprofitableness	
soundness	unsoundness	
wave_theory_of_light	corpuscular_theory_of_light	
sister	brother	
disapproval	approval	
construction	misconstruction	
inattention	attention	
leeward	windward	
impenetrability	penetrability	
balance	imbalance	
implausibility	plausibility	
strength	weakness	
left	right	
illogicality	logicality	
night_school	day_school	
inadvisability	advisability	
security	insecurity	
accuracy	inaccuracy	
minimization	maximization	
male_sibling	female_sibling	
unlikeness	likeness	
divergent_thinking	convergent_thinking	
liability	asset	
malevolence	benevolence	
compatibility	incompatibility	
common_noun	proper_noun	
convex_polygon	concave_polygon	
female_child	male_child	
promotion	demotion	
non-engagement	engagement	
optimism	pessimism	
ground	figure	
proportion	disproportion	
immodesty	modesty	
husband	wife	
concern	unconcern	
good_nature	ill_nature	
deficit	lead	
ovulation	anovulation	
pastness	futurity	presentness	
completeness	incompleteness	
mutability	immutability	
actual_sin	original_sin	
impiety	piety	
hardware	software	
old_style	modern	
alkalinity	acidity	
sink	source	
obedience	disobedience	
good_fortune	misfortune	
incongruity	congruity	
effector	receptor	
lawfulness	unlawfulness	
factuality	counterfactuality	
perijove	apojove	
oldness	youngness	newness	
discouragement	encouragement	
evilness	goodness	
unwholesomeness	wholesomeness	
eugenics	dysgenics	
suitability	unsuitability	
ill_humor	good_humor	
defense	offense	prosecution	
resident	nonresident	
irresponsibleness	responsibleness	
liking	dislike	
impatience	patience	
imprudence	prudence	
inelegance	elegance	
type	antitype	
right_angle	oblique_angle	
distributary	tributary	
femaleness	maleness	
niece	nephew	
self-fertilization	cross-fertilization	
undergarment	overgarment	
cross-pollination	self-pollination	
stillborn_infant	liveborn_infant	
male_aristocrat	female_aristocrat	
hypotonia	hypertonia	
male_child	female_child	
disingenuousness	ingenuousness	
seasonableness	unseasonableness	
patience	impatience	
interference	noninterference	
mental_illness	mental_health	
open_interval	closed_interval	
black	white	
honesty	dishonesty	
ill_health	good_health	
immoderation	moderation	
heterogeneity	homogeneity	
fall	rise	
formality	informality	
sitting_trot	rising_trot	
pleasure	pain	
larboard	starboard	
courage	cowardice	
positivity	negativity	
unemotional_person	emotional_person	
indication	contraindication	
resoluteness	irresoluteness	
back	front	
fast_lane	slow_lane	
rejection	acceptance	
profundity	superficiality	
imperviousness	perviousness	
dirtiness	cleanness	
catabolism	anabolism	
wave_theory	corpuscular_theory	
monophony	polyphony	
likelihood	unlikelihood	
retail	wholesale	
gravity	levity	
ambiguity	unambiguity	
anapsid	diapsid	
corporeality	incorporeality	
parallel_operation	serial_operation	
anamorphism	katamorphism	
convergent_thinking	divergent_thinking	
hate	love	
thinness	thickness	
irresoluteness	resoluteness	
emptiness	fullness	
unreality	reality	
asymmetry	symmetry	
studio	location	
shortness	tallness	longness	
Lord	Lady	
ancestor	descendant	
unfitness	fitness	
accrual_basis	cash_basis	
trust	distrust	
specific	general	
insolubility	solubility	
self-consciousness	unselfconsciousness	
dry_season	rainy_season	
no	yes	
eudemon	cacodemon	
hypopnea	hyperpnea	
advantage	disadvantage	
fauna	flora	
hyponatremia	hypernatremia	
margin_account	cash_account	
apex	antapex	
equality	inequality	
natural_depression	natural_elevation	
nonvolatile_storage	volatile_storage	
good_person	bad_person	
cortex	medulla	
apojove	perijove	
impoliteness	politeness	
good	bad	evil	
meaninglessness	meaningfulness	
veracity	mendacity	
homocercal_fin	heterocercal_fin	
technophobe	technophile	
curve	straight_line	
worst	best	
graciousness	ungraciousness	
hypopigmentation	hyperpigmentation	
incompleteness	completeness	
smoothness	roughness	
inequality	equality	
inappropriateness	appropriateness	
emersion	immersion	
underachievement	overachievement	
unsanitariness	sanitariness	
loading	unloading	
elasticity	inelasticity	
nationalization	denationalization	
eukaryote	prokaryote	
fearlessness	fear	fearfulness	
separation	union	
digestibility	indigestibility	
constructiveness	destructiveness	
stander	sitter	
outflow	inflow	
functional_disorder	organic_disorder	
disproportion	proportion	
unlikeliness	likeliness	
incapability	capability	
darkness	lightness	
unwillingness	willingness	
monetization	demonetization	
caution	incaution	
impotence	potence	
adience	abience	
willingness	unwillingness	
hereness	thereness	
respectability	unrespectability	
immunocompetence	immunodeficiency	
misconstruction	construction	
cash_basis	accrual_basis	
allopathy	homeopathy	
tallness	shortness	
highness	lowness	
salient_angle	reentrant_angle	
polyphonic_music	monophonic_music	
exon	intron	
vernal_equinox	autumnal_equinox	
disrespect	respect	
adaptability	unadaptability	
temperance	intemperance	
direct_current	alternating_current	
cataphatism	apophatism	doctrine_of_analogy	
dark	light	
malignancy	benignancy	
inconvertibility	convertibility	
autumnal_equinox	vernal_equinox	
tail	head	
broad-mindedness	narrow-mindedness	
stigmatism	astigmatism	
rusticity	urbanity	
serviceman	civilian	
religious_person	nonreligious_person	
hypovolemia	hypervolemia	
high_explosive	low_explosive	
egress	ingress	
masculinity	femininity	
unoriginality	originality	
desynchronizing	synchronizing	
logicality	illogicality	
eccentricity	concentricity	
poverty	wealth	
peristalsis	anastalsis	
bad_guy	good_guy	
disarming	arming	
unrelatedness	relatedness	
ingress	egress	
imperfection	perfection	
courtesy	discourtesy	
generalist	specialist	
hawkishness	dovishness	
convergency	divergency	
convergence	divergence	
exactness	inexactness	
distribution	concentration	
variedness	unvariedness	
disenfranchisement	enfranchisement	
unevenness	evenness	
unperceptiveness	perceptiveness	
reality_principle	pleasure_principle	
latter	former	
timidity	boldness	
layman	clergyman	
tightening	loosening	
political_incorrectness	political_correctness	
unneighborliness	neighborliness	
birth	death	
out-basket	in-basket	
disinclination	inclination	
isotropy	anisotropy	
deflation	disinflation	inflation	
war	peace	
volatile_storage	nonvolatile_storage	non-volatile_storage	
unsolvability	solvability	
yin	yang	
anticyclone	cyclone	
incivility	civility	
direct_discourse	indirect_discourse	
original_sin	actual_sin	
hypoglycemia	hyperglycemia	
hyperthyroidism	hypothyroidism	
unconsciousness	consciousness	
inclusion	exclusion	
flood_tide	ebbtide	
low	high	
non-dedicated_file_server	dedicated_file_server	
dishonorableness	honorableness	
zygodactyl_foot	heterodactyl_foot	
Roman_numeral	Arabic_numeral	
straightness	curliness	crookedness	
unpermissiveness	permissiveness	
palatability	unpalatability	
pleasingness	unpleasingness	
bad_egg	good_egg	
wrongness	rightness	
largeness	smallness	
intractability	tractability	
providence	improvidence	
nondrinker	drinker	
technophile	technophobe	
waking	sleeping	
newness	oldness	
levorotation	dextrorotation	
oblique_angle	right_angle	
unsoundness	soundness	
hostile	friendly	
call_option	put_option	
continuance	discontinuance	
unthoughtfulness	thoughtfulness	
danger	safety	
varietal	generic	
discontinuation	continuation	
insurability	uninsurability	
e-mail	snail_mail	
salubrity	insalubrity	
proper_noun	common_noun	
invisibility	visibility	
thin_person	fat_person	
possibility	impossibility	
unstableness	stableness	
insecureness	secureness	
preparation	resolution	
modern	old_style	
rich_people	poor_people	
otherworldliness	worldliness	
efficacy	inefficacy	
inelasticity	elasticity	
fullness	emptiness	
interestingness	uninterestingness	
levitation	gravitation	
failure	success	
insolvency	solvency	
hypocalcemia	hypercalcemia	
predictability	unpredictability	
inequity	equity	
segregation	integration	
low_pitch	high_pitch	
legitimacy	illegitimacy	
abruptness	gradualness	
polytheism	monotheism	
hot_war	cold_war	
changeableness	changelessness	
particular_proposition	universal_proposition	
difference	sameness	
responsibility	irresponsibility	
association	disassociation	
cyclone	anticyclone	
disobedience	obedience	
closed_interval	open_interval	
merit_system	spoils_system	
reverse	obverse	
dishonor	honor	
timid	brave	
adequacy	inadequacy	
urbanity	rusticity	
synergist	antagonist	
tactfulness	tactlessness	
legality	illegality	
decorum	indecorum	
disconnectedness	connectedness	
inferior	superior	
impossibility	possibility	
criminalization	decriminalization	
correctness	incorrectness	
top	bottom	
motility	immotility	
surface_mail	air_mail	
continuity	discontinuity	
indecision	decision	
mother	father	
practicableness	impracticableness	
intolerance	tolerance	
loosening	tightening	
monism	pluralism	
impracticality	practicality	
presence	absence	
synthesis	analysis	
timeliness	untimeliness	
attentiveness	inattentiveness	
outside	inside	
satisfaction	dissatisfaction	
stabile	mobile	
vowel	consonant	
reward	penalty	
inflation	disinflation	deflation	
free_state	slave_state	
usualness	unusualness	
unwellness	wellness	
obverse	reverse	
generic	varietal	
immobility	mobility	
variableness	invariableness	
extraordinariness	ordinariness	
disincentive	incentive	
achiever	loser	
decline	improvement	
inanimateness	animateness	
essential	inessential	
extraversion	ambiversion	introversion	
individuality	commonality	
ripeness	greenness	
domestic_flight	international_flight	
light	dark	
plural	singular	
Hell	Heaven	
hypokalemia	hyperkalemia	
plaintiff	defendant	
good_health	ill_health	
aposelene	periselene	
non-proliferation	proliferation	
encouragement	discouragement	
hypotonicity	hypertonicity	
hyperpigmentation	hypopigmentation	
proportional_font	fixed-width_font	
windward	leeward	
square_shooter	liar	
permeability	impermeability	
unsuitableness	suitableness	
earned_run	unearned_run	
misfortune	good_fortune	
Arianism	Athanasianism	
white	black	
expediency	inexpediency	
expedience	inexpedience	
time_off	work_time	
imperfectibility	perfectibility	
harmony	dissonance	
right	wrong	left	
male_parent	female_parent	
indiscipline	discipline	
unprofitableness	profitableness	
romanticist	classicist	
offense	defense	
dove	hawk	
incapacity	capacity	
inerrancy	errancy	
artifact	natural_object	
summer_solstice	winter_solstice	
low_status	high_status	
brave	timid	
auspiciousness	inauspiciousness	
prominence	obscurity	
regularity	irregularity	
nationalism	internationalism	multiculturalism	
mutableness	immutableness	
seriousness	frivolity	
unreliableness	reliableness	
male	female	
nonintervention	intervention	
equity	inequity	
infertility	fertility	
alterability	unalterability	
disorder	order	
unsecured_bond	secured_bond	
insensitivity	sensitivity	
hypertonus	hypotonus	
wrongfulness	rightfulness	
air_mail	surface_mail	
consideration	inconsideration	
unresponsiveness	responsiveness	
infamy	fame	
thermal_reactor	fast_reactor	
communicativeness	uncommunicativeness	
inadequacy	adequacy	
wideness	narrowness	
anticatalyst	catalyst	
kinesthesia	kinanesthesia	
descendant	ancestor	
elitist	egalitarian	
withholder	granter	
superscript	subscript	
observance	nonobservance	
low_explosive	high_explosive	
taper_file	blunt_file	
inexplicitness	explicitness	
inflationary_spiral	deflationary_spiral	
indecency	decency	
unfaithfulness	faithfulness	
aliquant	aliquot	
katamorphism	anamorphism	
flash-forward	flashback	
incomprehensibility	comprehensibility	
emotionality	unemotionality	
dangerousness	safeness	
inefficiency	efficiency	
parallelogram	trapezium	
Cryptogamia	Phanerogamae	
male_offspring	female_offspring	
immorality	morality	
partisan	nonpartisan	
nonreligious_person	religious_person	
rising_trot	sitting_trot	
insentience	sentience	
improvement	decline	
offence	defence	
inappositeness	appositeness	
involvement	non-involvement	
hyperthermia	hypothermia	
incurableness	curableness	
point_of_periapsis	point_of_apoapsis	
utopia	dystopia	
work_time	time_off	
concentration	distribution	dilution	
mobile	stabile	
undesirability	desirability	
monotheism	polytheism	
gravitation	levitation	
back_burner	front_burner	
closed_circuit	open_circuit	
detribalisation	tribalisation	
trapezium	parallelogram	
outwardness	inwardness	
benevolence	malevolence	
conformity	nonconformity	
unaffectedness	affectedness	
insulator	conductor	
front	back	rear	
high_season	off-season	
discontinuity	continuity	
wholesomeness	unwholesomeness	
drinker	nondrinker	
man	woman	
sufficiency	insufficiency	
well-being	ill-being	
necessitarian	libertarian	
righteousness	unrighteousness	
hyperparathyroidism	hypoparathyroidism	
importance	unimportance	
socialism	capitalism	
coordination	incoordination	
dysphoria	euphoria	
narrowness	wideness	
non-market_economy	market_economy	
similarity	dissimilarity	
civility	incivility	
flora	fauna	
allopatry	sympatry	
answer	question	
inactivity	activity	
weakness	strength	
nastiness	niceness	
orderliness	disorderliness	
tolerance	intolerance	
high_pitch	low_pitch	
mushroom	toadstool	
unfamiliarity	familiarity	
unpleasingness	pleasingness	
affinity	consanguinity	
insanity	sanity	
atomism	holism	
flexibility	inflexibility	
insalubrity	salubrity	
extrovert	introvert	
insincerity	sincerity	
RISC	CISC	
sameness	difference	
parent	child	
disesteem	esteem	
natural_elevation	natural_depression	
understatement	overstatement	
nonobservance	observance	
hypercalcemia	hypocalcemia	
outfield	infield	
unselfishness	selfishness	
inexpedience	expedience	
inexpediency	expediency	
unmalleability	malleability	
internationalism	nationalism	
aptitude	inaptitude	
particular	universal	general	
day_game	night_game	
desirability	undesirability	
creditor	debtor	
drunkenness	soberness	
heedlessness	heedfulness	
aged	young	
directness	indirectness	
open_chain	closed_chain	
unlisted_security	listed_security	
anovulation	ovulation	
immateriality	materiality	
lightness	heaviness	darkness	
blunt_file	taper_file	
low_relief	high_relief	
tactlessness	tactfulness	
calmness	agitation	
depression	elation	
rotor	stator	
kinanesthesia	kinesthesia	
impotency	potency	
transitivity	intransitivity	
ground_stroke	volley	
discomfort	comfort	
unavailability	availability	
irregularity	regularity	
invariability	variability	
highland	lowland	
Nonconformist	Anglican	
con	pro	
arming	disarming	
anestrus	estrus	
host	parasite	
concreteness	abstractness	
female_monarch	male_monarch	
stratified_language	unstratified_language	
profitability	unprofitability	
inhospitableness	hospitableness	
asset	liability	
evil	good	
queen	king	
undependableness	dependableness	
disagreeableness	agreeableness	
periapsis	apoapsis	
fair_ball	foul_ball	
abience	adience	
impropriety	propriety	
brother	sister	
theism	atheism	
inconclusiveness	conclusiveness	
fluency	disfluency	
sunrise	sunset	
motion	motionlessness	
deceleration	acceleration	
dryness	wetness	
fixedness	looseness	
illiberality	liberality	
continuation	discontinuation	
immunodeficiency	immunocompetence	
hypothermia	hyperthermia	
weak_point	strong_point	
overstatement	understatement	
hopelessness	hopefulness	
weak_part	good_part	
antinode	node	
simplicity	complexity	
open_circuit	closed_circuit	
futurity	pastness	presentness	
hard_water	soft_water	
grand_larceny	petit_larceny	
analysis	synthesis	
immovableness	movableness	
sanitariness	unsanitariness	
incoherence	coherence	
philogyny	misogyny	
over-the-counter_drug	prescription_drug	
unenlightenment	enlightenment	
discontinuance	continuance	
commonness	uncommonness	
organic_disorder	functional_disorder	
singular_matrix	nonsingular_matrix	
destructiveness	constructiveness	
neighborliness	unneighborliness	
indigestibility	digestibility	
nominative	oblique	
fresh_water	saltwater	
leader	follower	
regulation_time	overtime	
significance	insignificance	
