fawn	dun.n.02	fawn.n.02	
government_revenue	government_income.n.01	
contender	rival.n.01	
Big_Bend_National_Park	big_bend_national_park.n.01	
capital_of_Illinois	springfield.n.01	
muffler	silencer.n.02	damper.n.02	muffler.n.02	
family_Bryaceae	bryaceae.n.01	
kobo	kobo.n.01	
beaugregory	beaugregory.n.01	
Poterium_sanguisorba	salad_burnet.n.01	
florist	florist.n.02	florist.n.01	
two-toed_sloth	two-toed_sloth.n.02	two-toed_sloth.n.01	
IC	intelligence_community.n.01	
split_run	split_run.n.01	
side_chair	straight_chair.n.01	
remote_terminal	remote_terminal.n.01	
landmass	landmass.n.01	
bungee_cord	bungee.n.01	
millihenry	millihenry.n.01	
Igbo	igbo.n.01	
antinomasia	antinomasia.n.01	
proparoxytone	proparoxytone.n.01	
Serer	serer.n.01	
zealot	partisan.n.01	zealot.n.01	
semivowel	semivowel.n.01	
renal_disorder	kidney_disease.n.01	
Lashkar-e-Jhangvi	lashkar-e-jhangvi.n.01	
genus_Botrychium	botrychium.n.01	
cross-link	cross-link.n.01	
Sunni	sunni.n.02	sunnite.n.01	
bugbane	bugbane.n.02	white_hellebore.n.01	
peppered_steak	steak_au_poivre.n.01	
gramma_grass	grama.n.01	
Dematiaceae	dematiaceae.n.01	
bilateral_symmetry	bilaterality.n.01	
synchronic_linguistics	synchronic_linguistics.n.01	
Meconopsis	meconopsis.n.01	
one-ninth	one-ninth.n.01	
zeppelin	zeppelin.n.01	zeppelin.n.02	
leporid_mammal	leporid.n.01	
stairs	step.n.04	stairs.n.01	
inhalation	inhalant.n.02	inhalation.n.01	
Port-au-Prince	port-au-prince.n.01	
genus_Radiigera	radiigera.n.01	
frock	dress.n.01	frock.n.01	
diagnostic_technique	diagnostic_procedure.n.01	
buffer_solution	buffer_solution.n.01	
white_currant	white_currant.n.01	
leadwort_family	plumbaginaceae.n.01	
Percidae	percidae.n.01	
vocal	vocal_music.n.01	song.n.01	
Rosa_laevigata	cherokee_rose.n.01	
contra_danse	country-dance.n.01	
Cebuella_pygmaea	pygmy_marmoset.n.01	
American_Standard_Version	american_standard_version.n.01	
John_Rock	rock.n.03	
skimmed_milk	skim_milk.n.01	
crake	crake.n.01	
golden_maidenhair	common_polypody.n.01	
ecological_warfare	ecoterrorism.n.01	
Colombo	colombo.n.01	
generation_gap	generation_gap.n.01	
Tellus	tellus.n.01	
genus_Euthynnus	euthynnus.n.01	
human_chorionic_gonadotrophin	human_chorionic_gonadotropin.n.01	
domiciliation	diggings.n.02	
Cyanocitta	cyanocitta.n.01	
Ethelred_the_Unready	ethelred.n.01	
Layia	layia.n.01	
Dytiscidae	dytiscidae.n.01	
retirement_complex	retirement_community.n.01	
Otididae	otididae.n.01	
Veronica_americana	brooklime.n.02	
funny_remark	funny_story.n.01	
negative_feedback	negative_feedback.n.01	
bract	bract.n.01	
rosebay_willowherb	fireweed.n.01	
ruthenium	ruthenium.n.01	
genus_Xylaria	xylaria.n.01	
carpenter_bee	carpenter_bee.n.01	
interconnection	interconnection.n.01	interconnection.n.02	
aftermath	aftermath.n.01	consequence.n.02	
brace	couple.n.04	brace.n.09	pair.n.01	brace.n.08	brace.n.07	brace.n.06	brace.n.05	brace.n.04	brace.n.01	
snipefish	snipefish.n.01	
Carphophis_amoenus	thunder_snake.n.01	
openhandedness	munificence.n.01	
Gentianopsis_thermalis	gentianopsis_thermalis.n.01	
blackboard	blackboard.n.01	
Giovanni_Angelo_Braschi	pius_vi.n.01	
nasal	nasal.n.02	nasal_consonant.n.01	
twine	string.n.01	
pervasion	permeation.n.01	
dagga	dagga.n.01	
Polygala_senega	seneca_snakeroot.n.01	
hormone-replacement_therapy	hormone_replacement_therapy.n.01	
Japan_current	japan_current.n.01	
Baroness_Dudevant	sand.n.02	
dress_suit	dress_suit.n.01	
oyster	oyster.n.01	oyster.n.03	huitre.n.01	
Commission_on_the_Status_of_Women	commission_on_the_status_of_women.n.01	
Google	google.n.01	
fish_filet	fillet.n.02	
sabbatia	sabbatia.n.01	
solid_state	solid.n.02	
Godhead	godhead.n.01	
Martyniaceae	martyniaceae.n.01	
stoic	stoic.n.01	stoic.n.02	
animalculum	animalcule.n.01	
pill_bug	pill_bug.n.01	
Eternal_City	rome.n.01	
walk-up	walk-up_apartment.n.01	walk-up.n.02	
Saint_Thomas_Aquinas	aquinas.n.01	
Cariama_cristata	crested_cariama.n.01	
Camembert	camembert.n.01	
gyp	bunco.n.01	
air_hole	air_pocket.n.01	air_hole.n.02	
milk_adder	milk_snake.n.01	
wheel_bug	wheel_bug.n.01	
bran_muffin	bran_muffin.n.01	
Hedysarum	hedysarum.n.01	
hairspring	hairspring.n.01	
Palestine	palestine.n.02	palestine.n.01	
defender	defender.n.01	defender.n.02	
ichor	ichor.n.01	pus.n.02	
Johan_Julius_Christian_Sibelius	sibelius.n.01	
theorisation	theorization.n.01	
coming_attraction	coming_attraction.n.01	
Alexanders	alexander.n.02	alexander.n.01	
north_wind	north_wind.n.01	
diastema	diastema.n.01	
iron_disulfide	iron_disulfide.n.01	
telegraphese	telegraphese.n.01	
sorgho	sorgo.n.01	
sacrilege	profanation.n.01	
Bertrand_Russell	russell.n.07	
snifter	snifter.n.01	
bookdealer	bookdealer.n.01	
equity	fairness.n.01	equity.n.02	equity.n.01	
genus_Placuna	placuna.n.01	
Francois_Duvalier	duvalier.n.02	
small_capital	small_capital.n.01	
sumptuosity	lavishness.n.01	
primary_dentition	primary_dentition.n.01	
noctiluca	noctiluca.n.01	
washing_powder	soap_powder.n.01	
service_department	garage.n.02	service_department.n.01	
hotel_detective	hotel_detective.n.01	
scuff	mule.n.02	scuff.n.02	
distance	distance.n.01	distance.n.02	distance.n.03	distance.n.04	distance.n.05	distance.n.06	
dependent	dependant.n.01	
ballista	catapult.n.03	
pork-and-veal_goulash	pork-and-veal_goulash.n.01	
farthing	farthing.n.01	
komondor	komondor.n.01	
Ephesian	ephesian.n.01	
blue_flag	blue_flag.n.01	
Massachusetts_Bay	massachusetts_bay.n.01	
sagittal_suture	sagittal_suture.n.01	
Akhenaton	akhenaton.n.01	
bitumastic	bitumastic.n.01	
Sir_Alec_Guinness	guinness.n.01	
Coluber_constrictor	blacksnake.n.02	
Enlil	enlil.n.01	
civil_engineer	civil_engineer.n.01	
dredge	dredge.n.01	
genus_Troglodytes	troglodytes.n.01	
administrative_body	administrative_unit.n.01	
fenestra_cochleae	fenestra_rotunda.n.01	
genus_Bufo	genus_bufo.n.01	
ploce	ploce.n.01	
Dalton	dalton.n.01	
local_anaesthesia	local_anesthesia.n.01	
peasantry	peasantry.n.01	
outdoor_game	outdoor_game.n.01	
approaching	approach.n.02	approach.n.07	approach.n.05	
manger	manger.n.01	
eastern_chimpanzee	eastern_chimpanzee.n.01	
tarboosh	fez.n.02	
repercussion	recoil.n.02	repercussion.n.01	
Greenville	greenville.n.01	greenville.n.02	greenville.n.03	
guide_rope	guide_rope.n.01	
sugar_water	sugar_water.n.01	
lea	lea.n.01	pasture.n.01	
somite	metamere.n.01	
Glaser	glaser.n.01	
alluvial_fan	alluvial_fan.n.01	
arterial_blood	arterial_blood.n.01	
Republican_Party	republican_party.n.01	
Pitman	pitman.n.01	coal_miner.n.01	
nicad	nicad.n.01	
Flaxedil	gallamine.n.01	
Guiseppe_Fortunino_Francesco_Verdi	verdi.n.01	
red-breasted_nuthatch	red-breasted_nuthatch.n.01	
Theobroma	theobroma.n.01	
exorcism	exorcism.n.01	
Gesner	gesner.n.01	
J._J._Hill	hill.n.03	
movie	movie.n.01	
cross-dresser	transvestite.n.01	
Saint_Crispin	crispin.n.01	
Never-Never	hire-purchase.n.01	never-never.n.02	
subphylum_Cephalochordata	cephalochordata.n.01	
mound_bird	megapode.n.01	
capital_of_Zambia	lusaka.n.01	
Angas	angas.n.01	
Massachusetts_Institute_of_Technology	massachusetts_institute_of_technology.n.01	
Charles_Fourier	fourier.n.02	
blood_pudding	blood_sausage.n.01	
mildew	mildew.n.02	mildew.n.01	
elephant's-foot	elephant's-foot.n.01	elephant's-foot.n.02	
United_Society_of_Believers_in_Christ's_Second_Appearing	shakers.n.01	
brewing	brewing.n.01	
os_pubis	pubis.n.01	
Proteus_anguinus	olm.n.01	
FTO	terrorist_organization.n.01	
navel_orange	navel_orange.n.01	
Marchantiales	marchantiales.n.01	
dispatch_box	dispatch_case.n.01	
stair-rod	stair-rod.n.01	
Japanese_spurge	japanese_spurge.n.01	
interface	interface.n.03	interface.n.02	interface.n.01	interface.n.04	
air_bladder	air_bladder.n.01	
chenille	chenille.n.01	chenille.n.02	
Brahmaputra	brahmaputra.n.01	
wiener_roast	wiener_roast.n.01	
adagio	adagio.n.01	adagio.n.02	
binocular_microscope	binocular_microscope.n.01	
War_of_1812	war_of_1812.n.01	
harpy	harpy.n.02	harpy.n.03	harpy.n.04	vixen.n.01	
improver	humanitarian.n.01	addition.n.01	
adenoid	pharyngeal_tonsil.n.01	
let	lashkar-e-taiba.n.01	let.n.02	
relay_race	relay.n.04	
northern_pin_oak	jack_oak.n.02	
depersonalisation	depersonalization.n.01	depersonalization.n.03	depersonalization.n.02	
patty	patty.n.02	patty.n.03	patty.n.01	
load	warhead.n.01	load.n.09	burden.n.01	load.n.05	load.n.04	load.n.02	load.n.01	cargo.n.01	lode.n.01	
loaf	loaf.n.02	loaf_of_bread.n.01	
Blenniidae	blenniidae.n.01	
Succoth	succoth.n.01	
pendulum	pendulum.n.01	
indefinity	indefiniteness.n.01	
letter_bomb	letter_bomb.n.01	
loam	loam.n.01	
loan	loan.n.01	loanword.n.01	
arenaceous_rock	arenaceous_rock.n.01	
coincidence	concurrence.n.04	coincidence.n.02	coincidence.n.01	
sauropod	sauropod.n.01	
likuta	likuta.n.01	
chrysalis	chrysalis.n.01	
cyanamide	calcium-cyanamide.n.01	cyanamide.n.01	
blood_clotting	blood_coagulation.n.01	
mineral_jelly	petrolatum.n.01	
mattress	mattress.n.01	
correctitude	propriety.n.01	
plainclothesman	plainclothesman.n.01	
haemal_arch	hemal_arch.n.01	
Ancohuma	ancohuma.n.01	
Rhizophora_mangle	mangrove.n.01	
conveyor	conveyer_belt.n.01	conveyer.n.01	
monthly	monthly.n.01	
yellowlegs	yellowlegs.n.01	
Vachel_Lindsay	lindsay.n.02	
encephalography	encephalography.n.01	
processed_cheese	process_cheese.n.01	
red_devil	secobarbital_sodium.n.01	
progymnosperm	progymnosperm.n.01	
left_atrioventricular_valve	mitral_valve.n.01	
snake-fish	lizardfish.n.01	
trading_card	trading_card.n.01	
padauk	padauk.n.01	
Alpinism	alpinism.n.01	
upstart	kip.n.03	upstart.n.01	upstart.n.02	
sampler	sampler.n.04	taster.n.01	sampling_station.n.01	sampler.n.03	
kraft_paper	kraft.n.01	
insightfulness	insightfulness.n.01	
messmate	messmate.n.01	
Steinberg	steinberg.n.01	
auxiliary_airfield	auxiliary_airfield.n.01	
scrapbook	scrapbook.n.01	
Great_Victoria_Desert	great_victoria_desert.n.01	
police_academy	police_academy.n.01	
vernix_caseosa	vernix.n.01	
Anne_Hutchinson	hutchinson.n.01	
valvule	valvule.n.01	
Bonaire	bonaire.n.01	
valvula	valvule.n.01	
window_dresser	window_dresser.n.01	
Colt	colt.n.01	colt.n.02	
oblong_woodsia	rusty_woodsia.n.01	
optimization	optimization.n.01	
bluenose	nova_scotian.n.01	
colugo	flying_lemur.n.01	
Menominee_whitefish	round_whitefish.n.01	
down_town	civic_center.n.02	
gin	gin.n.04	snare.n.05	gin.n.01	cotton_gin.n.01	
outskirt	outskirt.n.01	
amniote	amniote.n.01	
Cola	colon.n.05	colon.n.04	colon.n.03	colon.n.02	colon.n.01	cola.n.01	cola.n.02	
natural_enclosure	enclosure.n.03	
archine	archine.n.01	
styler	hairdresser.n.01	
backing	support.n.11	backing.n.02	backing.n.01	
Harry_Bridges	bridges.n.01	
calculator	calculator.n.01	calculator.n.02	
beauty_spot	beauty_spot.n.01	
water-plantain_family	alismataceae.n.01	
golden_clematis	golden_clematis.n.01	
cuttle	cuttlefish.n.01	
WSW	west_southwest.n.01	
chasm	chasm.n.01	
Woolworth	woolworth.n.01	
defence_program	defense_program.n.01	
Kapsiki	higi.n.01	
Chlamyphorus	chlamyphorus.n.01	
chase	pursuit.n.01	chase.n.02	chase.n.03	
Anemopsis	anemopsis.n.01	
Sarracenia_purpurea	common_pitcher_plant.n.01	
hospital_train	hospital_train.n.01	
centralisation	centralization.n.02	centralization.n.01	
mint	mint.n.03	mint.n.02	mint.n.06	mint.n.05	mint.n.04	batch.n.02	
legal_ouster	eviction.n.02	
going_to_Jerusalem	musical_chairs.n.01	
sightedness	eyesight.n.01	
due_south	south.n.03	
longicorn_beetle	long-horned_beetle.n.01	
tomtate	tomtate.n.01	
descriptive_clause	nonrestrictive_clause.n.01	
Roberto_Francesco_Romolo_Bellarmine	bellarmine.n.01	
capital_of_Liechtenstein	vaduz.n.01	
cowpie	cow_pie.n.01	
standoffishness	aloofness.n.02	
Edam	edam.n.01	
Asarh	asarh.n.01	
Elaeis_guineensis	african_oil_palm.n.01	
handsbreadth	handbreadth.n.01	
viewing	screening.n.01	wake.n.04	
great-niece	great-niece.n.01	
grappling	wrestle.n.01	wrestling.n.02	
pimento	sweet_pepper.n.01	pimento.n.02	
copula	copula.n.01	
International_Monetary_Fund	international_monetary_fund.n.01	
sweet_flag	sweet_flag.n.01	
claims_adjuster	adjuster.n.01	
infertility	sterility.n.02	
ontogenesis	growth.n.01	
Neolentinus	neolentinus.n.01	
myotonia	myotonia.n.01	
stock_car	stock_car.n.02	stock_car.n.01	
pasque_flower	pasqueflower.n.01	
oxeye	heliopsis.n.01	oxeye.n.02	oxeye.n.03	
dreadlock	dreadlock.n.01	
strobe	stroboscope.n.01	
land_mine	land_mine.n.01	
good_word	good_word.n.02	recommendation.n.02	
family_Capparidaceae	capparidaceae.n.01	
leone	leone.n.01	
urethrocele	urethrocele.n.01	
Roanoke	roanoke.n.01	
showy_daisy	showy_daisy.n.01	
genus_Boehmeria	boehmeria.n.01	
Stenotomus_aculeatus	scup.n.03	
Carl_XVI_Gustav	carl_xvi_gustav.n.01	
service_abroad	sea-duty.n.01	
genus_Eriogonum	genus_eriogonum.n.01	
Carl_XVI_Gustaf	carl_xvi_gustav.n.01	
talking_book	talking_book.n.01	
powdery_mildew	powdery_mildew.n.01	
arteritis	arteritis.n.01	
genus_Catostomus	catostomus.n.01	
breach_of_the_covenant_of_warranty	breach_of_the_covenant_of_warranty.n.01	
Bromberg	bydgoszcz.n.01	
sandal	sandal.n.01	
hearing_impairment	hearing_impairment.n.01	
chunga	chunga.n.01	
Acrocomia_aculeata	grugru.n.01	
genus_Silybum	silybum.n.01	
Minoan_civilisation	minoan_civilization.n.01	
honey_mesquite	honey_mesquite.n.01	
cadmium_sulfide	cadmium_sulfide.n.01	
crying	war_cry.n.01	crying.n.01	cry.n.02	cry.n.01	cry.n.04	cry.n.05	
free_trade	free_trade.n.01	
chronic_gastritis	chronic_gastritis.n.01	
barnburner	barnburner.n.02	barnburner.n.01	
cozenage	scam.n.01	
attestator	witness.n.04	
yellow-green_algae	yellow-green_algae.n.01	
debt_ceiling	debt_limit.n.01	
natural_childbirth	natural_childbirth.n.01	
dipteran	dipterous_insect.n.01	
mountain_male_fern	mountain_male_fern.n.01	
Curculionidae	curculionidae.n.01	
performance_capability	operating_capability.n.01	
quest	quest.n.02	pursuit.n.02	
Isuridae	isuridae.n.01	
mobile_home	mobile_home.n.01	
archegonium	archegonium.n.01	
levator	levator.n.01	
goora_nut	kola.n.01	
rocambole	sand_leek.n.01	
jackfruit	jackfruit.n.02	jackfruit.n.01	
X-ray_tube	x-ray_tube.n.01	
Nasturtium_officinale	common_watercress.n.01	
alterability	alterability.n.01	
telegrapher	telegrapher.n.01	
Panax_ginseng	ginseng.n.02	
McCullers	mccullers.n.01	
coronilla	coronilla.n.01	
ramequin	ramekin.n.01	ramekin.n.02	
battle_of_Plassey	plassey.n.01	
Tremellaceae	tremellaceae.n.01	
fulminate_of_mercury	mercury_fulminate.n.01	
disorder	disorder.n.03	disorder.n.01	disorderliness.n.01	
interbreeding	miscegenation.n.01	hybridization.n.01	
installment_rate	payment_rate.n.01	
Rene_Descartes	descartes.n.01	
gargle	gargle.n.01	gargle.n.02	
German_mark	mark.n.07	
Herrick	herrick.n.01	
family_Osmundaceae	osmundaceae.n.01	
scale_leaf	scale.n.04	
exhaust_system	exhaust.n.02	
soundlessness	quietness.n.01	
hell_raising	raising_hell.n.01	
starship	starship.n.01	
lee_tide	leeward_tide.n.01	
Gertrude_Stein	stein.n.02	
maitre_d'	captain.n.07	
saintliness	saintliness.n.01	
Myrica	myrica.n.01	
eclat	pomp.n.02	eclat.n.03	acclaim.n.01	
Naja_haje	asp.n.02	
Prussian_asparagus	bath_asparagus.n.01	
ice-skating_rink	ice_rink.n.01	
face_recognition	face_recognition.n.02	face_recognition.n.01	
mummy	mummy.n.02	ma.n.01	
Franz_Kafka	kafka.n.01	
veterinary	veterinarian.n.01	
Hindenburg	hindenburg.n.01	
proper_name	proper_noun.n.01	
Whittle	whittle.n.01	
religion	religion.n.01	religion.n.02	
American_maidenhair_fern	american_maidenhair_fern.n.01	
Gymnelis	gymnelis.n.01	
pirogue	dugout_canoe.n.01	
Cryptogramma_crispa	european_parsley_fern.n.01	
Spilogale_putorius	spotted_skunk.n.01	
Klamath_Falls	klamath_falls.n.01	
common_lilac	common_lilac.n.01	
Galliano	galliano.n.01	
smithy	forge.n.02	
scombroid_fish	scombroid.n.01	
breastplate	breastplate.n.01	
Scandinavian_lox	scandinavian_lox.n.01	
sprachgefuhl	sprachgefuhl.n.01	
genus_Prumnopitys	prumnopitys.n.01	
genus_Regulus	regulus.n.02	
Nemertea	nemertea.n.01	
click_beetle	click_beetle.n.01	
faience	faience.n.01	
nowhere	nowhere.n.01	
friar	friar.n.01	
rerebrace	rerebrace.n.01	
genus_Saxegothea	saxe-gothea.n.01	
Helen_Porter_Mitchell	melba.n.01	
departure_time	departure_time.n.01	
thrift_institution	thrift_institution.n.01	
gene_expression	gene_expression.n.01	
intumescency	intumescence.n.01	intumescence.n.02	
commonplace_book	commonplace_book.n.01	
tartness	sour.n.02	acerbity.n.02	bitterness.n.02	
nose_candy	coke.n.03	
keratosis_pilaris	keratosis_pilaris.n.01	
chemical_element	chemical_element.n.01	
Europol	europol.n.01	
regular	regular.n.02	regular.n.03	regular.n.01	regular.n.04	
dramaturgy	dramaturgy.n.01	
Darmera_peltata	umbrella_plant.n.01	
biennial	biennial.n.01	
intumescence	intumescence.n.01	intumescence.n.02	
choir_school	choir_school.n.01	
Lone-Star_State	texas.n.01	
Aethusa	aethusa.n.01	
antineutron	antineutron.n.01	
encumbrance	burden.n.01	encumbrance.n.02	hindrance.n.02	
Antlia	antlia.n.01	
haik	haik.n.01	
rotary_joint	pivot_joint.n.01	
Stanley_Steamer	stanley_steamer.n.01	
modern_ballet	modern_ballet.n.01	
genus_Bubalus	bubalus.n.01	
Fujinoyama	fuji.n.02	
Quercus_myrtifolia	myrtle_oak.n.01	
open_order	open_order.n.01	
jodhpur_breeches	jodhpurs.n.01	
gold_leaf	gold_leaf.n.01	
unsecured_bond	unsecured_bond.n.01	
hellhole	hell.n.01	
coffee_rose	crape_jasmine.n.01	
John_Glenn	glenn.n.01	
herringbone	herringbone.n.01	herringbone.n.02	
neuralgia	neuralgia.n.01	
limber_pine	limber_pine.n.01	
dwarf_sperm_whale	dwarf_sperm_whale.n.01	
middle_temporal_vein	middle_temporal_vein.n.01	
Oruvail	ketoprofen.n.01	
diametrical_opposition	antipodal.n.01	
Avogadro	avogadro.n.01	
chop_steak	chopped_steak.n.01	
low-birth-weight_baby	low-birth-weight_baby.n.01	
battledore_and_shuttlecock	battledore.n.02	
electrical_condenser	capacitor.n.01	
greasewood	greasewood.n.01	
echography	sonography.n.01	
insensitivity	insensitivity.n.01	
klieg_light	klieg_light.n.01	
rat's-tail_cactus	rattail_cactus.n.01	
white_globe_lily	white_globe_lily.n.01	
caddisworm	caddisworm.n.01	
Franz_Anton_Mesmer	mesmer.n.01	
Amelanchier	amelanchier.n.01	
Molisch_reaction	alpha-naphthol_test.n.01	
copper_mine	copper_mine.n.01	
anapaest	anapest.n.01	
pyxis	pyxidium.n.01	pyxis.n.03	pyxis.n.02	
cyanohydrin	cyanohydrin.n.01	
legation	legation.n.02	legation.n.01	
bandicoot	bandicoot.n.01	
Nymphaeaceae	nymphaeaceae.n.01	
pellicle	pellicle.n.01	
icaco	cocoa_plum.n.02	coco_plum.n.01	
Dixie	confederacy.n.01	dixie.n.02	
genus_Tamiasciurus	tamiasciurus.n.01	
tarot	tarot_card.n.01	
Kepler's_law_of_planetary_motion	kepler's_law.n.01	
Bermudian_rig	bermuda_rig.n.01	
alehouse	alehouse.n.01	
family_business	family_business.n.01	
Carya_illinoinsis	pecan.n.02	
morocco	morocco.n.01	morocco.n.02	
genus_Draba	genus_draba.n.01	
round_clam	quahaug.n.01	quahog.n.02	
People's_Party	people's_party.n.01	
letter_of_marque	letter_of_marque.n.01	
Kendall_rank_correlation	tau_coefficient_of_correlation.n.01	
genus_Carum	carum.n.01	
crookneck_squash	crookneck.n.01	
aerial	antenna.n.01	forward_pass.n.01	
oddity	curio.n.01	oddity.n.02	oddity.n.01	
plate_tectonics	tectonics.n.02	
imperforate_hymen	imperforate_hymen.n.01	
news_conference	press_conference.n.01	
ploughshare	plowshare.n.01	
angel's_trumpet	angel's_trumpet.n.02	angel's_trumpet.n.01	
interdependence	mutuality.n.02	
skimming	skim.n.02	grazing.n.02	skimming.n.01	skimming.n.03	
gay_liberation_movement	gay_liberation_movement.n.01	
dance_master	dancing-master.n.01	
ceratozamia	ceratozamia.n.01	
zygomatic_bone	cheekbone.n.01	
word_blindness	visual_aphasia.n.01	
Rosa_Melba_Ponselle	ponselle.n.01	
color_vision	color_vision.n.01	
aquatic_plant	aquatic_plant.n.01	
self-destruction	self-destruction.n.02	suicide.n.01	
sialolith	sialolith.n.01	
pentoxide	pentoxide.n.01	
laevulose	fructose.n.01	
potation	draft.n.04	potation.n.02	
Pan_troglodytes	chimpanzee.n.01	
frambesia	yaws.n.01	
wool_oil	wool_oil.n.01	
scrape	scrape.n.01	abrasion.n.01	scrape.n.03	scratch.n.10	
beagling	beagling.n.01	
stepchild	stepchild.n.01	
tufa	tufa.n.01	tuff.n.01	
victual	comestible.n.01	
parakeet	parakeet.n.01	
culture_medium	culture_medium.n.01	
Pedionomus_torquatus	plain_wanderer.n.01	
Rip_van_Winkle	rip_van_winkle.n.03	rip_van_winkle.n.02	rip_van_winkle.n.01	
genus_Stanhopea	genus_stanhopea.n.01	
autocatalysis	autocatalysis.n.01	
Sydney	sydney.n.01	
tedium	boredom.n.01	tediousness.n.01	
pilocarpine	pilocarpine.n.01	
potion	potion.n.01	
open-door_policy	open-door_policy.n.01	
kerfuffle	disturbance.n.03	
attainment	skill.n.01	attainment.n.01	attainment.n.02	
lashing	whipping.n.01	lashing.n.02	
balkiness	balkiness.n.01	
private_line	private_line.n.01	
Mississippian	mississippian.n.01	mississippian.n.02	
Arthur_Sullivan	sullivan.n.05	
utilitarianism	utilitarianism.n.01	
square_root	square_root.n.01	
alderleaf_Juneberry	alderleaf_juneberry.n.01	
Scots_pine	scotch_pine.n.01	
dint	dint.n.01	
caldera	caldera.n.01	
gravure	gravure.n.02	gravure.n.03	intaglio_printing.n.01	gravure.n.04	
Shiah	shiah.n.01	
non-Christian_priest	priest.n.02	
super_heavyweight	super_heavyweight.n.01	
hellebore	hellebore.n.01	hellebore.n.02	
pigweed	lamb's-quarter.n.01	pigweed.n.02	lamb's-quarters.n.01	
terrain_intelligence	terrain_intelligence.n.01	
funny_bone	funny_bone.n.01	
Dame_Jean_Iris_Murdoch	murdoch.n.02	
prestidigitator	magician.n.01	
